,raw_tweet,cleaned_tweet,tweet_words,tweet_words_scores,sentiment_score,bsentiment
50,What a beautiful week https://t.co/AarmbKYEK3,What a beautiful week,"['What', 'a', 'beautiful', 'week']","[{'word': 'What', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'beautiful', 'positive': '0.6875', 'negative': '0.0'}, {'word': 'week', 'positive': '0', 'negative': '0'}]",0.16257007627912104,positive
51,Watford have Man City and arsenal last two games. If we’re around the same points as them by then. I believe we sta… https://t.co/lQsKnO9APK,Watford have Man City and arsenal last two games If we’re around the same points as them by then I believe we sta…,"['Watford', 'have', 'Man', 'City', 'and', 'arsenal', 'last', 'two', 'games', 'If', 'we’re', 'around', 'the', 'same', 'points', 'as', 'them', 'by', 'then', 'I', 'believe', 'we', 'sta…']","[{'word': 'Watford', 'positive': '0', 'negative': '0'}, {'word': 'have', 'positive': '0.0', 'negative': '0.25'}, {'word': 'Man', 'positive': '0', 'negative': '0'}, {'word': 'City', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'last', 'positive': '0.041666666666666664', 'negative': '0.08333333333333333'}, {'word': 'two', 'positive': '0', 'negative': '0'}, {'word': 'games', 'positive': '0', 'negative': '0'}, {'word': 'If', 'positive': '0', 'negative': '0'}, {'word': 'we’re', 'positive': '0', 'negative': '0'}, {'word': 'around', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'same', 'positive': '0.08333333333333333', 'negative': '0.20833333333333334'}, {'word': 'points', 'positive': '0', 'negative': '0'}, {'word': 'as', 'positive': '0', 'negative': '0'}, {'word': 'them', 'positive': '0', 'negative': '0'}, {'word': 'by', 'positive': '0', 'negative': '0'}, {'word': 'then', 'positive': '0.09375', 'negative': '0.0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'believe', 'positive': '0.08333333333333333', 'negative': '0.0'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 'sta…', 'positive': '0', 'negative': '0'}]",-0.009057971014492752,negative
52,Arsenal fans when they were celebrating Pepe having more goal contributions than Daniel James type beat 😭😭😭😭😭😭 https://t.co/JyJ1avEPnB,Arsenal fans when they were celebrating Pipe having more goal contributions than Daniel James type beat ,"['Arsenal', 'fans', 'when', 'they', 'were', 'celebrating', 'Pipe', 'having', 'more', 'goal', 'contributions', 'than', 'Daniel', 'James', 'type', 'beat']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fans', 'positive': '0', 'negative': '0'}, {'word': 'when', 'positive': '0', 'negative': '0'}, {'word': 'they', 'positive': '0', 'negative': '0'}, {'word': 'were', 'positive': '0', 'negative': '0'}, {'word': 'celebrating', 'positive': '0', 'negative': '0'}, {'word': 'Pipe', 'positive': '0', 'negative': '0'}, {'word': 'having', 'positive': '0', 'negative': '0'}, {'word': 'more', 'positive': '0.0', 'negative': '0.0'}, {'word': 'goal', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'contributions', 'positive': '0', 'negative': '0'}, {'word': 'than', 'positive': '0', 'negative': '0'}, {'word': 'Daniel', 'positive': '0', 'negative': '0'}, {'word': 'James', 'positive': '0', 'negative': '0'}, {'word': 'type', 'positive': '0.0', 'negative': '0.0'}, {'word': 'beat', 'positive': '0.075', 'negative': '0.03333333333333333'}]",0.006510416666666668,positive
53,*Arsenal https://t.co/Cdgv9S9Ipq,Arsenal,['Arsenal'],"[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.0,neutral
54,@YC7__ Could probably start for arsenal tbf,Could probably start for arsenal trf,"['Could', 'probably', 'start', 'for', 'arsenal', 'trf']","[{'word': 'Could', 'positive': '0', 'negative': '0'}, {'word': 'probably', 'positive': '0', 'negative': '0'}, {'word': 'start', 'positive': '0.0', 'negative': '0.0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'trf', 'positive': '0', 'negative': '0'}]",0.0,neutral
55,@AnkoleSon @faithkwizera2 @BamurebeP @Arsenal @Atuhairecarol10 @ForeverVishan @aaubry256 @Arnoldtugumegm1… https://t.co/c7rzqFqvWy,,['nan'],"[{'word': 'nan', 'positive': '0.0', 'negative': '0.0'}]",0.0,neutral
56,"@fasasisanchez @victorosimhen9 Like arsenal defense...oh, nothing is more scary than arsenal defense",Like arsenal defense oh nothing is more scary than arsenal defense,"['Like', 'arsenal', 'defense', 'oh', 'nothing', 'is', 'more', 'scary', 'than', 'arsenal', 'defense']","[{'word': 'Like', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'defense', 'positive': '0', 'negative': '0'}, {'word': 'oh', 'positive': '0', 'negative': '0'}, {'word': 'nothing', 'positive': '0.0', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'more', 'positive': '0.0', 'negative': '0.0'}, {'word': 'scary', 'positive': '0', 'negative': '0'}, {'word': 'than', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'defense', 'positive': '0', 'negative': '0'}]",0.0,neutral
57,"You either rate Lo Celso or you haven’t watched him, he’s unreal, would walk into Arsenal’s team and would be your… https://t.co/2d0PAaFIWW",You either rate Lo Cels or you haven’t watched him he’s unreal would walk into Arsenal’s team and would be your…,"['You', 'either', 'rate', 'Lo', 'Cels', 'or', 'you', 'haven’t', 'watched', 'him', 'he’s', 'unreal', 'would', 'walk', 'into', 'Arsenal’s', 'team', 'and', 'would', 'be', 'your…']","[{'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 'either', 'positive': '0.0', 'negative': '0.0'}, {'word': 'rate', 'positive': '0.16666666666666666', 'negative': '0.0'}, {'word': 'Lo', 'positive': '0', 'negative': '0'}, {'word': 'Cels', 'positive': '0', 'negative': '0'}, {'word': 'or', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'haven’t', 'positive': '0', 'negative': '0'}, {'word': 'watched', 'positive': '0', 'negative': '0'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'he’s', 'positive': '0', 'negative': '0'}, {'word': 'unreal', 'positive': '0.0', 'negative': '0.375'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'walk', 'positive': '0.011363636363636364', 'negative': '0.0'}, {'word': 'into', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal’s', 'positive': '0', 'negative': '0'}, {'word': 'team', 'positive': '0.0', 'negative': '0.0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'your…', 'positive': '0', 'negative': '0'}]",-0.008387445887445888,negative
58,@Arsenal Congrats! 🙌💯,Congrats ,['Congrats'],"[{'word': 'Congrats', 'positive': '0', 'negative': '0'}]",0.0,neutral
59,@M4NCH3STERISRED @Reemzestilo Remember him giving Rasford the cross for his header against Arsenal,Remember him giving Radford the cross for his header against Arsenal,"['Remember', 'him', 'giving', 'Radford', 'the', 'cross', 'for', 'his', 'header', 'against', 'Arsenal']","[{'word': 'Remember', 'positive': '0', 'negative': '0'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'giving', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Radford', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'cross', 'positive': '0.0', 'negative': '0.0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'his', 'positive': '0', 'negative': '0'}, {'word': 'header', 'positive': '0.0', 'negative': '0.0'}, {'word': 'against', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.0,neutral
60,@Arsenalfan401 @F1 Lewis is an arsenal fan. What were you saying?,Lewis is an arsenal fan What were you saying,"['Lewis', 'is', 'an', 'arsenal', 'fan', 'What', 'were', 'you', 'saying']","[{'word': 'Lewis', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fan', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'What', 'positive': '0', 'negative': '0'}, {'word': 'were', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'saying', 'positive': '0', 'negative': '0'}]",0.003472222222222222,positive
61,@jkaffs @PeterAdeniyi7 @Arsenal You do remember that you have Man City in semis right....,You do remember that you have Man City in semis right,"['You', 'do', 'remember', 'that', 'you', 'have', 'Man', 'City', 'in', 'semis', 'right']","[{'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 'do', 'positive': '0.0', 'negative': '0.0'}, {'word': 'remember', 'positive': '0.16666666666666666', 'negative': '0.0'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'have', 'positive': '0.0', 'negative': '0.25'}, {'word': 'Man', 'positive': '0', 'negative': '0'}, {'word': 'City', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'semis', 'positive': '0', 'negative': '0'}, {'word': 'right', 'positive': '0.078125', 'negative': '0.03125'}]",-0.0033143939393939404,negative
62,"@talkSPORT 1979 FA cup final, Arsenal vs. Man Utd.",Ff cup final Arsenal vs Man Ut,"['Ff', 'cup', 'final', 'Arsenal', 'vs', 'Man', 'Ut']","[{'word': 'Ff', 'positive': '0', 'negative': '0'}, {'word': 'cup', 'positive': '0.0', 'negative': '0.0'}, {'word': 'final', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'vs', 'positive': '0', 'negative': '0'}, {'word': 'Man', 'positive': '0', 'negative': '0'}, {'word': 'Ut', 'positive': '0', 'negative': '0'}]",0.0,neutral
63,@edeemann @Arsenal You mean he doesn’t deserve to be a dad 🤔,You mean he doesn’t deserve to be a dad 🤔,"['You', 'mean', 'he', 'doesn’t', 'deserve', 'to', 'be', 'a', 'dad', '🤔']","[{'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 'mean', 'positive': '0.4583333333333333', 'negative': '0.08333333333333333'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'doesn’t', 'positive': '0', 'negative': '0'}, {'word': 'deserve', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'dad', 'positive': '0', 'negative': '0'}, {'word': '🤔', 'positive': '0', 'negative': '0'}]",0.035861363844981745,positive
64,"@GainsOracle @Arsenal @premierleague @BukayoSaka87 Can't wait to see our activities,my worry is,are the Kroenkes re… https://t.co/XAXqnS2uCy",Can t wait to see our activities my worry is are the Kroenkes re…,"['Can', 't', 'wait', 'to', 'see', 'our', 'activities', 'my', 'worry', 'is', 'are', 'the', 'Kroenkes', 're…']","[{'word': 'Can', 'positive': '0', 'negative': '0'}, {'word': 't', 'positive': '0.0', 'negative': '0.0'}, {'word': 'wait', 'positive': '0.0', 'negative': '0.0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'see', 'positive': '0.09722222222222222', 'negative': '0.0'}, {'word': 'our', 'positive': '0', 'negative': '0'}, {'word': 'activities', 'positive': '0', 'negative': '0'}, {'word': 'my', 'positive': '0', 'negative': '0'}, {'word': 'worry', 'positive': '0.08333333333333333', 'negative': '0.20833333333333334'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Kroenkes', 'positive': '0', 'negative': '0'}, {'word': 're…', 'positive': '0', 'negative': '0'}]",-0.001984126984126985,negative
65,@Arsenal Good news from hospital,Good news from hospital,"['Good', 'news', 'from', 'hospital']","[{'word': 'Good', 'positive': '0', 'negative': '0'}, {'word': 'news', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'from', 'positive': '0', 'negative': '0'}, {'word': 'hospital', 'positive': '0.0', 'negative': '0.125'}]",-0.015625,negative
66,@Pixie_MW @goal He should go to where? Arsenal??🤣🤣,MW He should go to where Arsenal 🤣🤣,"['MW', 'He', 'should', 'go', 'to', 'where', 'Arsenal', '🤣🤣']","[{'word': 'MW', 'positive': '0', 'negative': '0'}, {'word': 'He', 'positive': '0', 'negative': '0'}, {'word': 'should', 'positive': '0', 'negative': '0'}, {'word': 'go', 'positive': '0.041666666666666664', 'negative': '0.0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'where', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': '🤣🤣', 'positive': '0', 'negative': '0'}]",0.005208333333333333,positive
67,"@LGAmbrose He didn't prefer playing on the wing in Arsenal. With him playing in midfield, you could see so much mor… https://t.co/W0Y9GsPT7R",He didn t prefer playing on the wing in Arsenal With him playing in midfield you could see so much mor…,"['He', 'didn', 't', 'prefer', 'playing', 'on', 'the', 'wing', 'in', 'Arsenal', 'With', 'him', 'playing', 'in', 'midfield', 'you', 'could', 'see', 'so', 'much', 'mor…']","[{'word': 'He', 'positive': '0', 'negative': '0'}, {'word': 'didn', 'positive': '0', 'negative': '0'}, {'word': 't', 'positive': '0.0', 'negative': '0.0'}, {'word': 'prefer', 'positive': '0.4375', 'negative': '0.0'}, {'word': 'playing', 'positive': '0.0', 'negative': '0.0'}, {'word': 'on', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'wing', 'positive': '0.0', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'With', 'positive': '0', 'negative': '0'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'playing', 'positive': '0.0', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'midfield', 'positive': '0.0', 'negative': '0.0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'could', 'positive': '0', 'negative': '0'}, {'word': 'see', 'positive': '0.09722222222222222', 'negative': '0.0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'much', 'positive': '0.09375', 'negative': '0.03125'}, {'word': 'mor…', 'positive': '0', 'negative': '0'}]",0.029927248677248677,positive
68,@LFC Have more wins than United and Arsenal combined #JustSaying,Have more wins than United and Arsenal combined,"['Have', 'more', 'wins', 'than', 'United', 'and', 'Arsenal', 'combined']","[{'word': 'Have', 'positive': '0', 'negative': '0'}, {'word': 'more', 'positive': '0.0', 'negative': '0.0'}, {'word': 'wins', 'positive': '0', 'negative': '0'}, {'word': 'than', 'positive': '0', 'negative': '0'}, {'word': 'United', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'combined', 'positive': '0.0', 'negative': '0.0'}]",0.0,neutral
69,@AFTVMedia Well i feel like he want to stay and play for the Club but Nobody knows it's both Arsenal &amp; Madrid...😤,Well i feel like he want to stay and play for the Club but Nobody knows it s both Arsenal amp Madrid ,"['Well', 'i', 'feel', 'like', 'he', 'want', 'to', 'stay', 'and', 'play', 'for', 'the', 'Club', 'but', 'Nobody', 'knows', 'it', 's', 'both', 'Arsenal', 'amp', 'Madrid']","[{'word': 'Well', 'positive': '0', 'negative': '0'}, {'word': 'i', 'positive': '0.0', 'negative': '0.0'}, {'word': 'feel', 'positive': '0.1125', 'negative': '0.025'}, {'word': 'like', 'positive': '0.46875', 'negative': '0.0'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'want', 'positive': '0.0', 'negative': '0.20833333333333334'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'stay', 'positive': '0.0', 'negative': '0.0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'play', 'positive': '0.052884615384615384', 'negative': '0.0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Club', 'positive': '0', 'negative': '0'}, {'word': 'but', 'positive': '0', 'negative': '0'}, {'word': 'Nobody', 'positive': '0', 'negative': '0'}, {'word': 'knows', 'positive': '0', 'negative': '0'}, {'word': 'it', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'both', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'amp', 'positive': '0', 'negative': '0'}, {'word': 'Madrid', 'positive': '0', 'negative': '0'}]",0.018218240093240096,positive
70,@jsfalvey16 @Arsenal @Joel_McAndrew Love the energy he brings.,McAndrews Love the energy he brings,"['McAndrews', 'Love', 'the', 'energy', 'he', 'brings']","[{'word': 'McAndrews', 'positive': '0', 'negative': '0'}, {'word': 'Love', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'energy', 'positive': '0.0', 'negative': '0.0'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'brings', 'positive': '0', 'negative': '0'}]",0.0,neutral
71,why are you friends with arsenal fans? — why wouldn’t i be?? as long as they can take the banter i’m here for any f… https://t.co/mFmjHzVDMi,why are you friends with arsenal fans — why wouldn’t i be as long as they can take the banter i’m here for any f…,"['why', 'are', 'you', 'friends', 'with', 'arsenal', 'fans', '—', 'why', 'wouldn’t', 'i', 'be', 'as', 'long', 'as', 'they', 'can', 'take', 'the', 'banter', 'i’m', 'here', 'for', 'any', 'f…']","[{'word': 'why', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'friends', 'positive': '0', 'negative': '0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fans', 'positive': '0', 'negative': '0'}, {'word': '—', 'positive': '0', 'negative': '0'}, {'word': 'why', 'positive': '0', 'negative': '0'}, {'word': 'wouldn’t', 'positive': '0', 'negative': '0'}, {'word': 'i', 'positive': '0.0', 'negative': '0.0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'as', 'positive': '0', 'negative': '0'}, {'word': 'long', 'positive': '0.041666666666666664', 'negative': '0.1111111111111111'}, {'word': 'as', 'positive': '0', 'negative': '0'}, {'word': 'they', 'positive': '0', 'negative': '0'}, {'word': 'can', 'positive': '0', 'negative': '0'}, {'word': 'take', 'positive': '0.020833333333333332', 'negative': '0.041666666666666664'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'banter', 'positive': '0', 'negative': '0'}, {'word': 'i’m', 'positive': '0', 'negative': '0'}, {'word': 'here', 'positive': '0.0', 'negative': '0.0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'any', 'positive': '0.0', 'negative': '0.0'}, {'word': 'f…', 'positive': '0', 'negative': '0'}]",-0.002777777777777778,negative
72,@Arsenal @premierleague @BukayoSaka87 Awesome 👍,Awesome ,['Awesome'],"[{'word': 'Awesome', 'positive': '0', 'negative': '0'}]",0.0,neutral
73,@CatenaccioEra He’s off to Arsenal I’m afraid,He’s off to Arsenal I’m afraid,"['He’s', 'off', 'to', 'Arsenal', 'I’m', 'afraid']","[{'word': 'He’s', 'positive': '0', 'negative': '0'}, {'word': 'off', 'positive': '0.125', 'negative': '0.5'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'I’m', 'positive': '0', 'negative': '0'}, {'word': 'afraid', 'positive': '0.09375', 'negative': '0.59375'}]",-0.14583333333333334,negative
74,@ronkelawal Even Woolwich has an even smaller divide. The Arsenal Complex &amp; Woolwich Town Centre. It’s walled off.… https://t.co/vB0yAco3NP,Even Woolwich has an even smaller divide The Arsenal Complex amp Woolwich Town Centre It’s walled off …,"['Even', 'Woolwich', 'has', 'an', 'even', 'smaller', 'divide', 'The', 'Arsenal', 'Complex', 'amp', 'Woolwich', 'Town', 'Centre', 'It’s', 'walled', 'off', '…']","[{'word': 'Even', 'positive': '0', 'negative': '0'}, {'word': 'Woolwich', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'even', 'positive': '0.225', 'negative': '0.075'}, {'word': 'smaller', 'positive': '0', 'negative': '0'}, {'word': 'divide', 'positive': '0.0', 'negative': '0.375'}, {'word': 'The', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'Complex', 'positive': '0', 'negative': '0'}, {'word': 'amp', 'positive': '0', 'negative': '0'}, {'word': 'Woolwich', 'positive': '0', 'negative': '0'}, {'word': 'Town', 'positive': '0', 'negative': '0'}, {'word': 'Centre', 'positive': '0', 'negative': '0'}, {'word': 'It’s', 'positive': '0', 'negative': '0'}, {'word': 'walled', 'positive': '0', 'negative': '0'}, {'word': 'off', 'positive': '0.125', 'negative': '0.5'}, {'word': '…', 'positive': '0', 'negative': '0'}]",-0.03333333333333333,negative
75,"https://t.co/zLh76qvI9P

Get on this and do an Arsenal lad a favour",Get on this and do an Arsenal lad a favour,"['Get', 'on', 'this', 'and', 'do', 'an', 'Arsenal', 'lad', 'a', 'favour']","[{'word': 'Get', 'positive': '0', 'negative': '0'}, {'word': 'on', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'do', 'positive': '0.0', 'negative': '0.0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'lad', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'favour', 'positive': '0', 'negative': '0'}]",-0.0005969694883515897,negative
76,@Thomaspartey22 @EMYAfrica Arsenal hive undefeated 😎,Arsenal hive undefeated ,"['Arsenal', 'hive', 'undefeated']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'hive', 'positive': '0.0', 'negative': '0.0'}, {'word': 'undefeated', 'positive': '0.5', 'negative': '0.0'}]",0.16666666666666666,positive
77,Trained with the Arsenal training kit &gt;&gt; https://t.co/Fvq6Q5d2tK,Trained with the Arsenal training kit gt gt,"['Trained', 'with', 'the', 'Arsenal', 'training', 'kit', 'gt', 'gt']","[{'word': 'Trained', 'positive': '0', 'negative': '0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'training', 'positive': '0', 'negative': '0'}, {'word': 'kit', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'gt', 'positive': '0', 'negative': '0'}, {'word': 'gt', 'positive': '0', 'negative': '0'}]",-0.0078125,negative
78,@Arsenal Congratulations Nico,Congratulations Nice,"['Congratulations', 'Nice']","[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}, {'word': 'Nice', 'positive': '0', 'negative': '0'}]",0.0,neutral
79,"In a space of a week
Arsenal has had Saka score a goal
Man Utd has had Greenwood score goals
Man City has had Foden… https://t.co/UDRGl3OTvL",In a space of a week Arsenal has had Sake score a goal Man Ut has had Greenwood score goals Man City has had Woden…,"['In', 'a', 'space', 'of', 'a', 'week', 'Arsenal', 'has', 'had', 'Sake', 'score', 'a', 'goal', 'Man', 'Ut', 'has', 'had', 'Greenwood', 'score', 'goals', 'Man', 'City', 'has', 'had', 'Woden…']","[{'word': 'In', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'space', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'week', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'had', 'positive': '0', 'negative': '0'}, {'word': 'Sake', 'positive': '0', 'negative': '0'}, {'word': 'score', 'positive': '0.017857142857142856', 'negative': '0.03571428571428571'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'goal', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'Man', 'positive': '0', 'negative': '0'}, {'word': 'Ut', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'had', 'positive': '0', 'negative': '0'}, {'word': 'Greenwood', 'positive': '0', 'negative': '0'}, {'word': 'score', 'positive': '0.017857142857142856', 'negative': '0.03571428571428571'}, {'word': 'goals', 'positive': '0', 'negative': '0'}, {'word': 'Man', 'positive': '0', 'negative': '0'}, {'word': 'City', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'had', 'positive': '0', 'negative': '0'}, {'word': 'Woden…', 'positive': '0', 'negative': '0'}]",-0.0021449348145933357,negative
80,"S- HAPPY SUGAR RAY DAY!!! Clean house, 4 mile run, and Arsenal win!!! good vibes only #everymorning #fly",S HAPPY SUGAR RA DAY Clean house mile run and Arsenal win good vibes only,"['S', 'HAPPY', 'SUGAR', 'RA', 'DAY', 'Clean', 'house', 'mile', 'run', 'and', 'Arsenal', 'win', 'good', 'vibes', 'only']","[{'word': 'S', 'positive': '0', 'negative': '0'}, {'word': 'HAPPY', 'positive': '0', 'negative': '0'}, {'word': 'SUGAR', 'positive': '0', 'negative': '0'}, {'word': 'RA', 'positive': '0', 'negative': '0'}, {'word': 'DAY', 'positive': '0', 'negative': '0'}, {'word': 'Clean', 'positive': '0', 'negative': '0'}, {'word': 'house', 'positive': '0.0', 'negative': '0.0'}, {'word': 'mile', 'positive': '0.0', 'negative': '0.0'}, {'word': 'run', 'positive': '0.0', 'negative': '0.06547619047619048'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'win', 'positive': '0.125', 'negative': '0.0'}, {'word': 'good', 'positive': '0.75', 'negative': '0.0'}, {'word': 'vibes', 'positive': '0', 'negative': '0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}]",0.049801587301587305,positive
81,@SteveWa92027601 @ManCity Way better than shitclub ARSENAL!!,Way better than shitclub ARSENAL,"['Way', 'better', 'than', 'shitclub', 'ARSENAL']","[{'word': 'Way', 'positive': '0', 'negative': '0'}, {'word': 'better', 'positive': '0.5892857142857143', 'negative': '0.0'}, {'word': 'than', 'positive': '0', 'negative': '0'}, {'word': 'shitclub', 'positive': '0', 'negative': '0'}, {'word': 'ARSENAL', 'positive': '0', 'negative': '0'}]",0.11785714285714285,positive
