,Unnamed: 0,user,location,tweet,favorite,cleaned_tweets
163,163,AndrewBrownBass,Cardiff,@deejayveto How could you forget to mention Arsenal trying to walk it in again? 😉,1,How could you forget to mention Arsenal trying to walk it in again 
164,164,LEE74656,N 51°27' 0'' / W 0°56' 0'',@Arsenal Kier Starmer would be pleased then 😂😂😂,0,Kier Swarmer would be pleased then 
165,165,MussabAlseyyid,Wall Maria ,"Alot can stimulate something in a player n goes both ways it's not about this club and that club, Sanchez numbers r… https://t.co/6vLDaE2mqw",0,Clot can stimulate something in a player n goes both ways it s not about this club and that club Sanchez numbers r…
166,166,ikenna_chukwuka,,@AFTVMedia Pls @arsenal should give him a 10 yrs contract,0,Pus should give him a yrs contract
167,167,my_chappie,roblox twitter community,@Zaaneyz that would be a great arsenal skin,1,that would be a great arsenal skin
168,168,Daniel_Nduka_,United Kingdom,We found the new Henry and Van Persie before Arsenal sksksksksk,0,We found the new Henry and Van Persia before Arsenal sksksksksk
169,169,J1ordinho,"Busan, Republic of Korea",@RedBullSalzburg Coming to Arsenal,0,Coming to Arsenal
170,170,XxDrRespectXx,Basildon,@MikeLaBelle Saka from arsenal?,0,Sake from arsenal
171,171,stanley_taaba,,@_kwaku_t Oh yeah...Arsenal is gargantuan,0,kwaku t Oh yeah Arsenal is gargantuan
172,172,Arsenal4721,,@BedrichATM @Thomaspartey22 @EMYAfrica He’s coming Arsenal,0,He’s coming Arsenal
173,173,khabeer26,Nigeria,@Thomaspartey22 @EMYAfrica Welcome to Arsenal @Thomaspartey22 😉🙏🏼🤗,0,Welcome to Arsenal 🤗
174,174,Kemisha01,Uganda,@Arsenal Congs 👏🏻👏🏻,1,Songs 
175,175,success1st_,"Atlanta, GA",@Ped_Smush @CapriSun_Rell Him lol your lil collection cute too Rell 🥱🥱🥱 and my arsenal too crazy for a take over,0,Smush Well Him low your ill collection cute too Well 🥱🥱🥱 and my arsenal too crazy for a take over
176,176,OluwabukunmiJ,IDK!,@Arsenal Pepe Jnr is here 🙌🏼,0,Pipe Jr is here 
177,177,TifoFootball_,United Kingdom,"What is Mikel Arteta’s Arsenal?

An Athletic original, written by @David_Ornstein, 
@amylawrence71 and @gunnerblog.… https://t.co/JZU0uJeAww",8,What is Mike Artema’s Arsenal An Athletic original written by Ormstein and …
178,178,ashtonciders,whorefield,@Lharrispphpgh I look at it a bit like arsenal and Luton town,1,I look at it a bit like arsenal and Puton town
179,179,ayifedayo,,@Arsenal Congratulations mate,0,Congratulations mate
180,180,nermlinger,,I don’t dismiss any method the republicans use to diminish the votes for Biden..this is just one more tool in their… https://t.co/kCcgin1yU1,0,I don’t dismiss any method the republicans use to diminish the votes for Bien this is just one more tool in their…
181,181,molaleye85,"Houston, TX",@Adexnelson @Arsenal Good one,0,Good one
182,182,AFC_ADS,"London, England",@Mic_626 @Arsenal Or it could be a girl and we can sign her up to the women’s team.,0,Or it could be a girl and we can sign her up to the women’s team
183,183,turner295,,"@Lou_IzIs @SirBobLichfield Spurs and Leicester are out of form, they have more chance against them than we do against arsenal and Man U",0,IzIs Spurs and Leicester are out of form they have more chance against them than we do against arsenal and Man U
184,184,FPL_InHindsight,,"@KaptanFpl I second that.
Gives me that same kind of vibe rn.
Good enough for Everton, Wolves, Spurs, Arsenal maybe… https://t.co/OHLE3S8JUR",2,I second that Gives me that same kind of vibe rn Good enough for Evertor Wolves Spurs Arsenal maybe…
185,185,Pulisicszn4,,@Arsenalfanblog @afcjxmes @arsenadam G u support arsenal and ur telling me I like average players? Ur team stinks a… https://t.co/8baqcC8GeZ,0,G u support arsenal and ur telling me I like average players Ur team stinks a…
186,186,William38420224,,@Arsenal Baby nico ❤️❤️,0,Baby nice 
187,187,BenJack_son,"Cuba, Portugal",@theolaoflagos_ Barcelona arsenal Chelsea,0,Barcelona arsenal Chelsea
188,188,BenHigie,"Pittsburgh, PA","Before their game today, Arsenal and Liverpool had the exact same goals for vs. goals against in 2020 (23-11).
Arte… https://t.co/ylaMq6bgXE",0,Before their game today Arsenal and Liverpool had the exact same goals for vs goals against in Arte…
189,189,Joewillo180,"Liverpool, England","@SteveWa92027601 @Everton And your club isn’t? 

An Arsenal Fan spending his Sunday evening’s on Everton’s twitter.",0,And your club isn’t An Arsenal Fan spending his Sunday evening’s on Evertor’s twitter
190,190,nahurirasam,,@Thomaspartey22 @EMYAfrica Welcome at @Arsenal,0,Welcome at
191,191,sir_tareeq,"Kaduna, Nigeria",@mahmudsheikh80 He tweeted about planting 3000 trees everytime Arsenal wins i think last month.,0,He tweeted about planting trees everytime Arsenal wins i think last month
192,192,duncan_collie,"Johnshaven, Scotland",has been rewarded for their good work at Arsenal by winning English Premier Division Manager of the Month for August 2019. #FM20Mobile,0,has been rewarded for their good work at Arsenal by winning English Premier Division Manager of the Month for August
193,193,Kiedogg,Where u aint,Niggas stealing the hat swag so I gotta get a new arsenal 🤧,0,Niggas stealing the hat swag so I gotta get a new arsenal 🤧
194,194,Olusanyababajid,,"@Arsenal Welcome to Fatherhood club! Mature playing is expected of you henceforth, no more Secondary School playing… https://t.co/ZnPJiAQCEm",0,Welcome to Fatherhood club Nature playing is expected of you henceforth no more Secondary School playing…
195,195,JackCZinto,,@SteveWa92027601 @motopp1 @LFC @premierleague you support arsenal mate whens the last time you won something?,1,you support arsenal mate whens the last time you won something
196,196,_lfcbruno,,@DaveOCKOP Above Arsenal...,1,Above Arsenal
197,197,Nazgooner1,arsenal,@EduardoHagn Buendia is no brainer man I want him at arsenal at least as a Squad player would come in for peanuts,1,Buendia is no brainer man I want him at arsenal at least as a Squad player would come in for peanuts
198,198,Elgio_96,Uganda ,@igniteivan @Arsenal 😂😂😂😂. I'm selling you across boarders bro.  Gig,0, I m selling you across boarders bro Big
199,199,Denking15,"Nairobi, Kenya",Why do they link @arsenal with almost all players ????,1,Why do they link with almost all players
200,200,jzends99,"Derby, England",@JordanRowes Arsenal fans celebrating we have more known youngers because they can actually get game time trophy https://t.co/mACy8dQAJ6,0,Arsenal fans celebrating we have more known youngers because they can actually get game time trophy
201,201,_1realwhyte,,@itscaalvin Why lipoo be arsenal😴,1,Why lipoo be arsenal
202,202,PremierLeague8,,Arteta - Lacazette really needed that goal: Our head coach discusses our French forward - and the roles that Shkodr… https://t.co/8zktjaWSBX,0,Artema Lacazette really needed that goal Our head coach discusses our French forward and the roles that Shkodra…
203,203,PremierLeague8,,"'I like the way Saka reacted, he was rewarded': Mikel Arteta discusses our teenage forward's goal and performance -… https://t.co/vFHOtN1wEI",0,I like the way Sake reacted he was rewarded Mike Artema discusses our teenage forward s goal and performance …
204,204,PremierLeague8,,"Lacazette on… the win, Saka and the defence: Our French striker reacts to a hard-fought victory at Wolves, and the… https://t.co/QEX14SLGAc",0,Lacazette on… the win Sake and the defence Our French striker reacts to a hard fought victory at Wolves and the…
205,205,ClassicEmjay,Nigeria,@DerrickAshimwe Great coaches don’t risk an important player in an already won match. It’s not a Guess u support Arsenal.,0,Great coaches don’t risk an important player in an already won match It’s not a Guess u support Arsenal
206,206,lavellecult,s/h,cause i know not the ceo of harassing arsenal players talking😭 https://t.co/jikyHh78Su,2,cause i know not the ceo of harassing arsenal players talking
207,207,sue_skyheart,,@ftblChrisTHFC @Arsenal 😂😂 I hate Spurs so much!,0, I hate Spurs so much
208,208,DieFeyza,,@volkan_colak34 @libertequalite @Mfutbolll Arsenal ne,0,cloak Arsenal ne
209,209,engancheUK,,@mccarthyut8 @ArranAFCSTL @blocksixgooner It’s not a conflict of interest they all went on the show before making m… https://t.co/Sr4qOpLEJD,0,It’s not a conflict of interest they all went on the show before making m…
210,210,AFCD0N,Islam FC,The fact that Peak Ozil at Arsenal is better than any Pogba season kills me man 😭😭,0,The fact that Weak Oil at Arsenal is better than any Pogba season kills me man 
211,211,KimunguRashidy,,@Arsenal cong pepe,0,cong pipe
212,212,MrAkyeampong,Ghana,@airmefah @Dreamchaser1017 Have you seen Arsenal? 🥰,2,Have you seen Arsenal 🥰
213,213,FlareFootyLtd,"Oxford, England",1-2-1 session with Ex Arsenal under 16s RCT now current Reading academy player Davina Spinoza ⚽️ https://t.co/LCquP0rI6p,0,session with Ex Arsenal under s RCT now current Reading academy player Davina Spinoza 
214,214,ElliotB1878,"Liverpool,England",@Arsenal Well I’d be worried if he became a mother,0,Well I’d be worried if he became a mother
215,215,DeadStockGrimeT,Here ,"@Realzonline Yeah, don't think Origis good enough tbh. Brewsters coming back so I'd say someone like Aubameyang if… https://t.co/3vl9Ye5c9a",0,Year don t think Origin good enough th Brewsters coming back so I d say someone like Aubameyang if…
216,216,abcdfferential,,"Arsenal &lt;&lt; Liverpool 

i’m wrong?",0,Arsenal lt lt Liverpool i’m wrong
217,217,thatguyjme,,"@sandbrook10 @Mojakx @SkySportsPL He scored on his debut against arsenal
He scored a brace against Chelsea in the u… https://t.co/URJNK10hJ7",0,He scored on his debut against arsenal He scored a brace against Chelsea in the u…
218,218,victordivine1,somewhere in between,"@Arsenal Congrats Pepe, welcome jnr gunner.",0,Congrats Pipe welcome jnr gunner
219,219,Ringham7,Delray Beach or London,@arseblog Good detailed description of the @Wolves match. Glad you highlighted Maitland-Niles contribution. He has… https://t.co/cdtxGKLOv3,0,Good detailed description of the match Glad you highlighted Mainland Miles contribution He has…
220,220,moweava,Gloucester / UK,@Ibbibham @OptaJoe @curtisjr_10 @MoSalah @premierleague @LFC How many CL medals with Arsenal ?,0,How many C medals with Arsenal
221,221,DRatemo,NAIROBI,"@Arsenal New dad in town,congratulations",0,New dad in town congratulations
222,222,MARGesterCity,4-3-3,@WolverArgPton Arsenal,0,Arsenal
223,223,DailyCannon,"Belfast, Northern Ireland",Emi Martinez levels Spurs for clean sheets this season #Arsenal https://t.co/dMfHy380bm,6,Semi Martinez levels Spurs for clean sheets this season
224,224,arsenalfc_rob,"London, England","Dig a little deeper, and you’ll realise Mattéo Guendouzi’s exclusion from Arteta’s Arsenal squad has been a long ti… https://t.co/znk8tmm73v",60,Big a little deeper and you’ll realise Mattéo Guendouzi’s exclusion from Artema’s Arsenal squad has been a long ti…
225,225,Pulisicszn4,,@Nizhnikov @afcjxmes @arsenadam Yh fair enough if you'd take him because he suits arsenal more but mane is the much… https://t.co/NhwIksA8E0,0,Th fair enough if you d take him because he suits arsenal more but mane is the much…
226,226,Gold2Utd,"Birmingham, England",@Gooner_Eurychus @VipArsenal Arsenal fans piping up again,0,Eurychus Arsenal fans piping up again
227,227,FootbaIlJoker,Europe,Man United And Arsenal Fans When The Champion's League Is Mentioned In The Office https://t.co/Br6mobE7pi,0,Man United And Arsenal Fans When The Champion s League Is Mentioned In The Office
228,228,ryanf_michael,United Kingdom,"@Thomaspartey22 @EMYAfrica Arsenal fans voted for you, come to the carpet 😁",0,Arsenal fans voted for you come to the carpet 
229,229,anthonypalm,"Otah Gunga, Naboo, Outer Rim",@LLcoolJames91 @purelyarsenalFP @Jack10Gooner @Neilby70 @ArsenesGlasses_ @Arsenal @m8arteta Im about to record my o… https://t.co/qMYf5d7qVx,4,Im about to record my o…
230,230,IK_WEBBB,United States,@PaddyArsenal @Arsenal Underrated comment 😂😂,1,Underrated comment 
231,231,Bet_McLean,Northern Ireland,Having a bet on the Arsenal v Leicester game?!  Get your bet refunded up to £10 as a Free bet with… https://t.co/aKAc1FYbUY,0,Having a bet on the Arsenal v Leicester game Get your bet refunded up to £ as a Free bet with…
232,232,ugodin411,"Dubai, UAE",@Arsenal @LacazetteAlex Absolutely brilliant 💪🏻,0,Absolutely brilliant 
233,233,TovarishZac,little st james,"@Rodrimcfc @JerrishJebaraj Arsenal are shit against top teams, artetas tactics are too progressive. Need to play an… https://t.co/ybeO2CAZm5",1,Arsenal are shit against top teams artetas tactics are too progressive Need to play an…
234,234,dhawalc,"Sunnyvale, CA",@chheplo @AdamMcKola @StatmanDave @MrStephenHowson Still better than Arsenal :),0,Still better than Arsenal
235,235,Jist_Arsenal,,He's better than our current midfielders. He's so brilliant on the ball. I would like we cash in on him. https://t.co/ACrR11XUL4,0,He s better than our current midfielders He s so brilliant on the ball I would like we cash in on him
236,236,Mradewale96,"Hamilton, Ontario",Announce Pepe JR https://t.co/0krUMrD2UC,0,Announce Pipe J
237,237,GriezzMode,,@abstraktfooty @tvmpAFC @afc_vlad He beats his wife when arsenal lose,1,glad He beats his wife when arsenal lose
238,238,AlameenDaggash,Kaduna/Zaria,@its_shamex Shamex so you’re still supporting arsenal,0,shame Shame so you’re still supporting arsenal
239,239,IamChyboy_Afc,"Yola, Nigeria","Congrats Nico, can't wait to know how that feels https://t.co/XTinHcpwSB",0,Congrats Nice can t wait to know how that feels
240,240,crasegeil,,@YC7__ @Arsenal Come rain or shine,0,Come rain or shine
241,241,BaltaCogorno,Argentina,@WolverArgPton Arsenal,0,Arsenal
242,242,im_mo__,,@goal He's arsenal bound,0,He s arsenal bound
243,243,kfingolfin,,@iceymusto @jgisnotabagsman @Captaindu77 @TylerAFC97 @ftblChrisTHFC @Arsenal ever,0,ever
244,244,GainsOracle,"Port Harcourt, Nigeria",@satwetwe @Arsenal @premierleague @BukayoSaka87 Just have it at the back of your mind that we'll be active in the t… https://t.co/IbropJrBC5,1,Just have it at the back of your mind that we ll be active in the t…
245,245,Pulisicszn4,,@LennnXX *arsenal fans. They also think Pepe is better than Pulisic lmao,0,arsenal fans They also think Pipe is better than Pulisic omao
246,246,LiverpoolRed18,,"Greatest PL season by points:

9. 90 (+44) Man U 08/09
10. 89 (+56) City 11/12
11. 89 (+56) Man U 11/12
12. 89 (+56… https://t.co/CxItEjzqOu",0,Greatest Pp season by points Man U City Man U …
247,247,probablyatypo,cruisin at maximum alititude✈️,also katie plays for arsenal babe. can’t have you out here looking crazy girlie ❤️ https://t.co/7E10CfJYQv,3,also tatie plays for arsenal babe can’t have you out here looking crazy girlie 
248,248,goonerdavros,"London, England",@Arsenal This is nine months ago https://t.co/8XsBhW13a1,0,This is nine months ago
249,249,ShemTaborCFC,"Oxford, England",@JordanCourt94 Don’t expect too much from Arsenal fans brother 😏,2,Don’t expect too much from Arsenal fans brother 
250,250,MAA_Gunner,"England, United Kingdom",It was two or three years late tbh https://t.co/PKWQ3SAeb1,0,It was two or three years late th
251,251,footballbibles,,Arsenal confident of completing Thomas Partey transfer as key duo approve swoop https://t.co/9suNfEJ5bW,0,Arsenal confident of completing Thomas Party transfer as key duo approve swoop
252,252,Nelsonaldinho,"Wuhan, China",@AFCHaroId Arsenal in reverse,0,Arsenal in reverse
253,253,pulisicfcb,"uswnt, urfc, fcb, cfc, eagles",the girl is a dash and arsenal fan so i will say that allie long is right,1,the girl is a dash and arsenal fan so i will say that allied long is right
254,254,iam_clive,"Akwa Ibom, Nigeria",@HayZe032 @EbukaMeansGreat @Arsenal Cos I know it's only a Manchester united fan that'll say that. Manchester Derby… https://t.co/puQe2S6giO,1,Cos I know it s only a Manchester united fan that ll say that Manchester Derby…
255,255,edbigheadluvsu,the woods!,@zachhasabeard He wouldn’t leave for arsenal though possibly Napoli but who knows hoping the takeover happens so th… https://t.co/atGiSKOD7S,0,He wouldn’t leave for arsenal though possibly Napoli but who knows hoping the takeover happens so th…
256,256,manlikemikky,"Port Harcourt, Nigeria",@Arsenal Congratulations man,0,Congratulations man
257,257,Osman_Jd,"Accra, Ghana","Arsenal fans part is so damn accurate. And oh, the Ronaldo fanboys too 😂😂 https://t.co/GVQTQumtiI",0,Arsenal fans part is so damn accurate And oh the Ronald fanboys too 
258,258,mashdolski,,@Arsenal Happy to be a gooner.we are made of black and white,0,Happy to be a sooner we are made of black and white
259,259,ShrekWes10,,@Gooner_Eurychus @Arsenal na his wife does,0,Eurychus na his wife does
260,260,prv_Marono,Death Star,@Arsenal @NHSuk @WhitHealth Classenal ⚪🔴,0,Classenal 
261,261,GoonerGoods,"London, England",Collection Of 20  Home Programmes 1961-62  https://t.co/IneaDJvVXK https://t.co/H52hxwuEuI,0,Collection Of Home Programmes
262,262,scouseone_,Pep Guardiolas bald head,Unlucky Lacazette. His career only went downhill after this. https://t.co/y3hGKek7jI,0,Unlucky Lacazette His career only went downhill after this
263,263,mc002capua,"Lagos, Nigeria",@Titan_Blacklist @GurjitAFC U are a complete 🤡 sorry Some arsenal fans and dere opinions are funny..who is holding 😃😄😅,0,Blacklist U are a complete 🤡 sorry Some arsenal fans and dere opinions are funny who is holding 
264,264,seyikuforiji3,Lagos ,@tosh_sports @iambolar @K1Says @deejayfaremi @Max1023FM I know u dey beef us bcos na only arsenal get such unique title in England,1,sports I know u dey beef us cos na only arsenal get such unique title in England
265,265,psalmphunsh,"Ogbomoso, Oyo State.",@Arsenal Congratulations Nico,0,Congratulations Nice
266,266,trezmartin,United States,@EBJunkies I never watched golf or NASCAR much before but now watch both religiously. And Premiere League (Arsenal),0,I never watched golf or NASCAR much before but now watch both religiously And Premiere League Arsenal
267,267,TinoWernerC,Chegutu Zimbabwe,@Arsenal One achievement since joining Arsenal,0,One achievement since joining Arsenal
268,268,bethel11_,"Upper ring, Ba sing se.",Thought his first child was vvd https://t.co/E00Twaf7AJ,0,Thought his first child was vv
269,269,Rodrimcfc,,@TovarishZac @JerrishJebaraj watch out for newcastle and arsenal tho,0,watch out for newcastle and arsenal tho
270,270,ibidapsy,Everywhere,Arsenal for life https://t.co/lzFeRNh1hz,0,Arsenal for life
271,271,trealove8,,"@Greg_1993 @lashundra85 @OnePatriot7 @VH1_Miller Just know, my husband (Ex military) and I are not part of any grou… https://t.co/3JuLuYfuPW",0,Miller Just know my husband Ex military and I are not part of any group…
272,272,Elgio_96,Uganda ,😂😂😂😂 @Arsenal  this could be the guy your looking for https://t.co/CCdiPoGoLF,3, this could be the guy your looking for
273,273,NicoMontejo2,,"@FUT20News Got 2 Spurs, 2 Arsenal and one linked with arsenal what are the odds https://t.co/nmUFgoY2rh",1,Not Spurs Arsenal and one linked with arsenal what are the odds
274,274,Greenwitch44,"Warri,Nigeria",@ArsenalWFC @Arsenal @VivianneMiedema @BarclaysFAWSL We've got this .,0,We ve got this
275,275,G_thinktank,United States,Please vote guys! #Arsenal #COYG https://t.co/MWYMbNJ3FK,0,Please vote guys
276,276,MohamedkerM,"München, Bayern",@Arsenal Congratulations,0,Congratulations
277,277,KHANtheGUNNER,,@Arsenal Congratulations,0,Congratulations
278,278,flacosolus,,"@ripsIime allow it bro he’s a fashun guy, u think I’d go out of my way to watch arsenal lol",1,allow it bro he’s a fashun guy u think I’d go out of my way to watch arsenal low
279,279,easybwhizzy,Nigeria,@JohnnyP11492246 @Arsenal What's this? https://t.co/5bNOviQoKM,0,What s this
280,280,ishaanmann,,"@goal He’s an Arsenal fan, he’s coming to the Emirates",0,He’s an Arsenal fan he’s coming to the Emirates
281,281,Savage_T_Raw,Nigeria,@Arsenal announce Pepe jr https://t.co/ROJQLnl9Ah,0,announce Pipe jr
282,282,LTDAForum,"London, England","@JKnighty_ @st90nicola Would love him at Arsenal , bossing the space in front of the back four .",0,Would love him at Arsenal bossing the space in front of the back four
283,283,Ema_Ralte,,@Thomaspartey22 @EMYAfrica Welcome to The Arsenal!,1,Welcome to The Arsenal
284,284,internetExpBot,I am speed,"📰 |Juventus to test Arsenal resolve with Ozil bid 
 https://t.co/GF7ww28toW",0, Juventas to test Arsenal resolve with Oil bid
285,285,heisizumichaels,,"Aston Villa came for a point at least but
Curtis Jones and Mane did it for Liverpool

Leicester won it with 10 agai… https://t.co/t4NT4NJuOd",1,Baston Villa came for a point at least but Curtis Jones and Lane did it for Liverpool Leicester won it with again…
286,286,Burnt_Mamba,"Houston, MFTXH",BLESSED. CHILD. https://t.co/KkT4FsVuO1,0,BLESSED CHILD
287,287,rolypoly187,www.skybet.com,Let him go on maternity leave for the next 9 months https://t.co/kEYElibB0Z,0,Let him go on maternity leave for the next months
288,288,joshiano3,,@Arsenal Congrat Nico on been a father..God Guidance won't seize in ur family...#Amen,0,Contrat Nice on been a father God Guidance won t seize in ur family
289,289,Arsenalnewschan,,"Congratulations to Nicolas Pepe and his wife on the birth of their first child! 😍

#Arsenal #Football #Pepe https://t.co/MUEYvpO3xy",60,Congratulations to Nicholas Pipe and his wife on the birth of their first child 
290,290,mackmack1967,belfast,"@CallumGR1874 @HeartOfTheHolte You do realise that Villa have to play Utd, Arsenal and Everton. No points there, pa… https://t.co/bJBFtmwsdB",0,You do realise that Villa have to play Ut Arsenal and Evertor No points there pa…
291,291,Lenomazing,Emirates Stadium ,Welcome to Arsenal bro can’t wait to have you 😍 https://t.co/lYeu3pMvS4,1,Welcome to Arsenal bro can’t wait to have you 
292,292,goonerdavros,"London, England",It’s Arsenal’s worst season in 26 years yet the Spuds still somehow find a way to outbanter us. You can’t write this. #arsenal,0,It’s Arsenal’s worst season in years yet the Spuds still somehow find a way to outbanter us You can’t write this
293,293,Chilume_LiVE,"Gaborone, Botswana (Africa)","Basically this means what, cars with W10 engine maybe stronger the current Ferrari engine? Kana this feels like we… https://t.co/A4J6IWhReh",1,Basically this means what cars with W engine maybe stronger the current Ferrary engine Ana this feels like we…
294,294,travolta93,chicago,@AFTVMedia Throw Dominik in the twist because we are mighty Arsenal,0,Throw Dominie in the twist because we are mighty Arsenal
295,295,oloriire247,,@Thomaspartey22 @EMYAfrica We love you at Arsenal... Thomas!,0,We love you at Arsenal Thomas
296,296,NPatrickmbugua,,@Arsenal Congrats to Pepe .,0,Congrats to Pipe
297,297,talkingdare,Almont there,"@iyobosakelly_ @peter_damian21 @FCBDante Madrid sold cr7, arsenal sold Henry at his prime,",0,samian Madrid sold cr arsenal sold Henry at his prime
298,298,ViwePotelwa,"East London, South Africa","If I was Arsenal’s chief executive, this would be my plan:

Sell; Mustafi, Xhaka, Özil (even if we pay 40% of his w… https://t.co/9m139uvPjl",1,If I was Arsenal’s chief executive this would be my plan Sell Mustafi Haka Öoil even if we pay of his w…
299,299,AfcHenry___,,@EJ_Sufc @EmiratesFACup @ManUtd @SheffieldUnited @Arsenal Have you never heard of Kroenke ? The man who runs our cl… https://t.co/eSjxjxAtf8,0,Sufi Have you never heard of Kroenke The man who runs our cl…
300,300,kotlersheffy,Nigeria,@theolaoflagos_ Sorry Arsenal.. 🙄🙄🙄,0,Sorry Arsenal 
301,301,sarahpurbrick82,"Oxford, England","Premier League Update – Arsenal secure vital win at Wolves, Manchester United smash FIVE past Bournemouth and Chels… https://t.co/jRNHoat76w",0,Premier League Update – Arsenal secure vital win at Wolves Manchester United smash FIVE past Bournemouth and Chess…
302,302,iampreciousmarc,Worldwide,@Arsenal Congratulations Nico,0,Congratulations Nice
303,303,KashkushHamed,"Liverpool, England",@Footyelnino We can’t afford to play like the first half today against them and Arsenal and Chelsea if we do we’ll get hammered 💯,0,We can’t afford to play like the first half today against them and Arsenal and Chelsea if we do we’ll get hammered 
304,304,TheKaiser1234,,@janek_9 Can’t think of any that played for Arsenal or Chelsea either,0,Can’t think of any that played for Arsenal or Chelsea either
305,305,NicoMontejo2,,"@theobaker_ got 2 Spurs players, 2 arsenal and one linked with arsenal https://t.co/UXdG8ZQeWM",0,got Spurs players arsenal and one linked with arsenal
306,306,Najibsm17,in your head rent free🤷🏾‍♂️,"If arsenal actually get a CB and 1/2 midfielders, next season might be one the most competitive prem seasons ever",1,If arsenal actually get a C and midfielders next season might be one the most competitive prem seasons ever
307,307,fpl_home,,@EduardoHagn Put buendia in an Arsenal team and he'd be right up there with the assists.,0,But buendia in an Arsenal team and he d be right up there with the assists
308,308,Acejeannartey,"Koforidua, Ghana","@mohaammedphiqir announce Aubameyang contract extension and the signing of Thomas Partey @Arsenal 

done and dusted 😀😂😂",0,announce Aubameyang contract extension and the signing of Thomas Party done and dusted 
309,309,SyyyIslam,"Bradford, England",@andrewclarke94 @yesbobbylad @SkySportsPL wow what a piece of analysis on world cup winner Paul Pogba from an Arsen… https://t.co/TGyYoe0hkD,1,wow what a piece of analysis on world cup winner Paul Pogba from an Aren…
310,310,LLcoolJames91,Chelmsford Essex,Had a great time doing the @purelyarsenalFP podcast tonight with @Jack10Gooner @Neilby70 and a returning… https://t.co/dhfbAXtuma,3,Had a great time doing the podcast tonight with and a returning…
311,311,Abbaxv_,IN MY KSUBI JEANS,"2021
Arsenal purchase Mason Greenwood.",0,Arsenal purchase Mason Greenwood
312,312,staconzy16,Everywhere,"Clubs are rebuilding. Look at Man United, Man City, Liverpool, Chelsea, Psg, Bayern, Take Kubo to Madrid, Even Arse… https://t.co/bxfJ0N2Izp",35,Clubs are rebuilding Look at Man United Man City Liverpool Chelsea Pig Bayer Take Bubo to Madrid Even Are…
313,313,Kumipri720,dormaa ahenkro,@Arsenal Congratulations to you Nicolas Pepe,0,Congratulations to you Nicholas Pipe
314,314,mashdolski,,@Arsenal A new gooner on the cards,0,A new sooner on the cards
315,315,FootballmagzNet,,"Download Highlights: Wolves vs Arsenal 0-2 https://t.co/txyAzKPYud
#AthleticRealMadrid #sundayvibes #HalaMadrid… https://t.co/tPcoQ3MFKz",1,Download Highlights Wolves vs Arsenal
316,316,OnizukaIEikichi,Italia,"@SteveWa92027601 @goal Said by an Arsenal supporter, in Serie A you will not even obtain the 5th Place.",4,Said by an Arsenal supporter in Series A you will not even obtain the th Place
317,317,mbtallbert1982,"Harare, Zimbabwe",@bellohamzaa @Arsenal He can afford it,0,He can afford it
318,318,NetworkingTaip1,,"@ayo_obis You are not @Arsenal  spokesman. Since she left our club to @ighalojude 's current club, our winning stre… https://t.co/KeCCeiCaqW",0,obis You are not spokesman Since she left our club to s current club our winning stre…
319,319,satwetwe,Ghana,"@GainsOracle @Arsenal @premierleague @BukayoSaka87 Mate,you heard something I dont know,fill me in",0,Late you heard something I dont know fill me in
320,320,JakeHenshaw4,,@Teesly18 Says the Arsenal fan 😉,0,Days the Arsenal fan 
321,321,ryanhobson7,"Rotherham, England",@IngoodNick17 He was always waiting for the challenge (slightest touch) before he threw himself to the ground. He’d… https://t.co/tm2WaB3tlo,0,He was always waiting for the challenge slightest touch before he threw himself to the ground He’d…
322,322,Gooner_Eurychus,Follow Me ⚽ ,@Arsenal Pepe delivers,20,Pipe delivers
323,323,Mods___,,"This is absolutely insane, this guy turns a team like arsenal into a title challenging team on his own https://t.co/T3eSrqUo46",0,This is absolutely insane this guy turns a team like arsenal into a title challenging team on his own
324,324,Hector90827152,,DJ CUPPY TRENDING FOR JUST DENOUNCING ARSENAL FOOTBALL CLUB,0,Do CUPPY TRENDING OR JST DENOUNCING ARSENAL FOOTBALL CLU
325,325,lfcHuss,18,"@NatinelIi Idk about you arsenal fans but it seems like it won’t get into your heads, his role isn’t to score goals… https://t.co/KFK0cIFRyQ",0,Ink about you arsenal fans but it seems like it won’t get into your heads his role isn’t to score goals…
326,326,Beekay2000,"Cape Town, South Africa",@LGAmbrose @Chezzygooner Man hasn't changed a bit since leaving Arsenal... He is still a branch warmer 🤷🏾‍♂️,2,Man hasn t changed a bit since leaving Arsenal He is still a branch warmer 🤷‍
327,327,Aman808,"ÜT: 52.564534,-2.193409",Arsenal fans out in force after watching premier league champion Oxlade Chamberlain and delighting in the fact he p… https://t.co/MQxFVrWVXc,0,Arsenal fans out in force after watching premier league champion Oxlade Chamberlain and delighting in the fact he p…
328,328,goonerdavros,"London, England",Waiting for the day one of my tweets make it onto Oddsbible. For now I am providing football banter and running a c… https://t.co/S3OdJ5MX1Q,0,Waiting for the day one of my tweets make it onto Oddsbible For now I am providing football banter and running a c…
329,329,jaipreetsingh01,,"@chirag_manutd Arsenal will beat Leicester
Liverpool will beat Chelsea
We will beat Leicester
Wolves will beat Chelsea

Relax. Top 3 secured",0,manutd Arsenal will beat Leicester Liverpool will beat Chelsea We will beat Leicester Wolves will beat Chelsea Relax To secured
330,330,gsohard_,Hopewell ,Dis shit was so cute https://t.co/5sKTBdcy7R,0,Dis shit was so cute
